model,temperature,accuracy,logloss,brier,mean_p_draw_actual_draws,mean_max_probability,predicted_draws
CatBoost,1.0,0.539568345323741,1.0656431519580862,0.6441401686983251,0.31582907338782407,0.36321198195171667,0
CatBoost_calibrated_v1_3,0.15,0.539568345323741,0.9856696737097587,0.5871758691166626,0.21953639274967068,0.5385793556056606,0
