model,temperature,accuracy,logloss,brier,mean_p_draw_actual_draws,mean_max_probability,predicted_draws
CatBoost,1.0,0.539568345323741,1.0656431519580862,0.6441401686983251,0.31582907338782407,0.36321198195171667,0
CatBoost_calibrated,0.5,0.539568345323741,1.0382822639313891,0.6247376601580477,0.2981305689173216,0.394204474864128,0
