alpha,fold,weight_catboost,weight_poisson,matches,accuracy,logloss,draw_precision,draw_recall,draw_f1,predicted_draws,actual_draws
1.0,Fold 2,0.35000000000000003,0.6499999999999999,93,0.45161290322580644,1.0541757561679452,0.0,0.0,0.0,0,28
1.0,Fold 2,0.4,0.6,93,0.45161290322580644,1.0542039791991944,0.0,0.0,0.0,0,28
1.0,Fold 2,0.45,0.55,93,0.45161290322580644,1.0542756922395657,0.0,0.0,0.0,0,28
1.0,Fold 2,0.5,0.5,93,0.45161290322580644,1.054390020304097,0.0,0.0,0.0,0,28
1.0,Fold 2,0.55,0.44999999999999996,93,0.45161290322580644,1.0545461986265816,0.0,0.0,0.0,0,28
1.0,Fold 2,0.6000000000000001,0.3999999999999999,93,0.45161290322580644,1.0547435605457318,0.0,0.0,0.0,0,28
1.0,Fold 2,0.65,0.35,93,0.45161290322580644,1.05498152734938,0.0,0.0,0.0,0,28
1.0,Fold 2,0.7000000000000001,0.29999999999999993,93,0.45161290322580644,1.0552595997308247,0.0,0.0,0.0,0,28
1.0,Fold 2,0.75,0.25,93,0.45161290322580644,1.0555773505830746,0.0,0.0,0.0,0,28
1.0,Fold 2,0.8,0.19999999999999996,93,0.45161290322580644,1.0559344189121458,0.0,0.0,0.0,0,28
1.0,Fold 2,0.8500000000000001,0.1499999999999999,93,0.46236559139784944,1.0563305046938505,0.0,0.0,0.0,0,28
1.0,Fold 2,0.9,0.09999999999999998,93,0.46236559139784944,1.056765364532549,0.0,0.0,0.0,0,28
1.0,Fold 2,0.9500000000000001,0.04999999999999993,93,0.46236559139784944,1.0572388080074178,0.0,0.0,0.0,0,28
1.0,Fold 2,1.0,0.0,93,0.46236559139784944,1.0577506946134505,0.0,0.0,0.0,0,28
1.0,Fold 3,0.0,1.0,93,0.5913978494623656,0.9450221261846216,0.0,0.0,0.0,0,24
1.0,Fold 3,0.05,0.95,93,0.5913978494623656,0.9424230488725246,0.0,0.0,0.0,0,24
1.0,Fold 3,0.1,0.9,93,0.6021505376344086,0.939914871752736,0.0,0.0,0.0,0,24
1.0,Fold 3,0.15000000000000002,0.85,93,0.6021505376344086,0.9374963175102496,0.0,0.0,0.0,0,24
1.0,Fold 3,0.2,0.8,93,0.6021505376344086,0.9351662575853869,0.0,0.0,0.0,0,24
1.0,Fold 3,0.25,0.75,93,0.6021505376344086,0.9329237053725897,0.0,0.0,0.0,0,24
1.0,Fold 3,0.30000000000000004,0.7,93,0.6021505376344086,0.9307678105640536,0.0,0.0,0.0,0,24
1.0,Fold 3,0.35000000000000003,0.6499999999999999,93,0.5913978494623656,0.9286978545462823,0.0,0.0,0.0,1,24
1.0,Fold 3,0.4,0.6,93,0.5913978494623656,0.9267132467779738,0.0,0.0,0.0,1,24
1.0,Fold 3,0.45,0.55,93,0.5806451612903226,0.9248135220958453,0.0,0.0,0.0,1,24
1.0,Fold 3,0.5,0.5,93,0.5806451612903226,0.9229983389116622,0.0,0.0,0.0,1,24
1.0,Fold 3,0.55,0.44999999999999996,93,0.5806451612903226,0.9212674782794237,0.0,0.0,0.0,1,24
1.0,Fold 3,0.6000000000000001,0.3999999999999999,93,0.5591397849462365,0.9196208438268988,0.0,0.0,0.0,1,24
1.0,Fold 3,0.65,0.35,93,0.5591397849462365,0.9180584625609666,0.0,0.0,0.0,1,24
1.0,Fold 3,0.7000000000000001,0.29999999999999993,93,0.5591397849462365,0.9165804865720486,0.0,0.0,0.0,1,24
1.0,Fold 3,0.75,0.25,93,0.5591397849462365,0.9151871956798447,0.0,0.0,0.0,2,24
1.0,Fold 3,0.8,0.19999999999999996,93,0.5806451612903226,0.9138790010812291,0.5,0.08333333333333333,0.14285714285714285,4,24
1.0,Fold 3,0.8500000000000001,0.1499999999999999,93,0.5806451612903226,0.9126564500822493,0.5,0.08333333333333333,0.14285714285714285,4,24
1.0,Fold 3,0.9,0.09999999999999998,93,0.5806451612903226,0.9115202320206045,0.5,0.08333333333333333,0.14285714285714285,4,24
1.0,Fold 3,0.9500000000000001,0.04999999999999993,93,0.5806451612903226,0.9104711855138131,0.5,0.08333333333333333,0.14285714285714285,4,24
1.0,Fold 3,1.0,0.0,93,0.5806451612903226,0.9095103072029609,0.5,0.08333333333333333,0.14285714285714285,4,24
