alpha,mean_accuracy,mean_logloss,mean_draw_precision,mean_draw_recall,mean_draw_f1
0.1,0.512589928057554,1.022480122437015,0.0,0.0,0.0
0.3,0.5107913669064749,1.0203290775488156,0.0,0.0,0.0
1.0,0.5089928057553956,1.019564471061914,0.0,0.0,0.0
