draw_weight,mean_validation_accuracy,mean_validation_log_loss,mean_test_accuracy,mean_test_log_loss,mean_test_draw_precision,mean_test_draw_recall,mean_test_draw_f1,mean_test_home_accuracy,mean_test_away_accuracy
1.0,0.4928057553956835,1.0150431964344384,0.5089928057553956,1.0052087616113043,0.0,0.0,0.0,0.7345611285266458,0.5941237113402061
1.1,0.48920863309352514,1.01273577019627,0.5053956834532374,1.002176241715583,0.18552036199095023,0.04736483416628805,0.07519590114526824,0.7259404388714734,0.563041237113402
