temperature,logloss
0.5,1.1300433914147956
0.55,1.1107485749762331
0.6000000000000001,1.0968654701749743
0.6500000000000001,1.0867607588000097
0.7000000000000002,1.079346822206561
0.7500000000000002,1.0738819671971231
0.8000000000000003,1.069849781007789
0.8500000000000003,1.0668840653137113
0.9000000000000004,1.0647208959786196
0.9500000000000004,1.0631672918760662
1.0000000000000004,1.0620803119518722
1.0500000000000005,1.0613528482386165
1.1000000000000005,1.0609038060419271
1.1500000000000006,1.0606712117441255
1.2000000000000006,1.0606073071768929
1.2500000000000007,1.0606750128146274
1.3000000000000007,1.0608453475248087
1.3500000000000008,1.061095525531375
1.4000000000000008,1.0614075386326869
1.4500000000000008,1.061767090034076
1.5000000000000009,1.0621627856210591
1.550000000000001,1.0625855155561243
1.600000000000001,1.063027977857539
1.650000000000001,1.0634843087960648
1.700000000000001,1.0639497942927973
1.750000000000001,1.0644206431983196
1.8000000000000012,1.0648938081767647
1.8500000000000012,1.0653668434524248
1.9000000000000012,1.0658377912767716
1.9500000000000013,1.0663050909021403
2.0000000000000013,1.0667675052891337
2.0500000000000016,1.0672240618589892
2.1000000000000014,1.0676740044234534
2.1500000000000012,1.0681167540508612
2.2000000000000015,1.0685518771073692
2.2500000000000018,1.0689790590827766
2.3000000000000016,1.069398083097752
2.3500000000000014,1.0698088122133353
2.4000000000000017,1.0702111748391818
2.450000000000002,1.0706051526752538
2.5000000000000018,1.0709907707309858
2.5500000000000016,1.07136808905282
2.600000000000002,1.0717371958602524
2.650000000000002,1.072098201846014
2.700000000000002,1.0724512354405888
2.7500000000000018,1.0727964388772289
2.800000000000002,1.073133964922754
2.8500000000000023,1.0734639741630412
2.900000000000002,1.073786632751402
2.950000000000002,1.0741021105437525
3.000000000000002,1.0744105795574055
