draw_weight,validation_accuracy,validation_log_loss,test_accuracy,test_log_loss,predicted_draws,actual_draws,correct_draws,draw_accuracy,home_accuracy,away_accuracy,best_iteration
1.0,0.5503597122302158,0.9688124586350879,0.5323741007194245,0.9914218911275693,10,58,4,0.06896551724137931,0.6956521739130435,0.6095238095238096,140
1.1,0.564748201438849,0.9678617278151361,0.5323741007194245,0.9912099725974215,22,58,7,0.1206896551724138,0.6956521739130435,0.580952380952381,142
1.2,0.5755395683453237,0.9718928741289264,0.5,0.9995414989744692,33,58,7,0.1206896551724138,0.6521739130434783,0.5428571428571428,122
1.3,0.5539568345323741,0.9770435418522244,0.5,1.0067245430413363,49,58,11,0.1896551724137931,0.6086956521739131,0.5523809523809524,121
1.4,0.5251798561151079,0.9810665220252267,0.49640287769784175,1.010274540894242,66,58,15,0.25862068965517243,0.591304347826087,0.5238095238095238,138
1.5,0.49280575539568344,0.9904434796020112,0.5035971223021583,1.018379635091827,86,58,23,0.39655172413793105,0.5565217391304348,0.5047619047619047,142
