model,features_count,best_iteration,validation_accuracy,validation_log_loss,validation_draw_precision,validation_draw_recall,validation_draw_f1,test_accuracy,test_log_loss,test_draw_precision,test_draw_recall,test_draw_f1,test_predicted_draws,test_actual_draws,test_correct_draws,test_home_accuracy,test_away_accuracy
draw_specific_features,60,190,0.5575539568345323,0.9605450469776254,0.3333333333333333,0.04477611940298507,0.07894736842105263,0.5143884892086331,0.9908130145002408,0.45454545454545453,0.08620689655172414,0.14492753623188406,11,58,5,0.6956521739130435,0.5523809523809524
