fold,method,train_size,validation_size,test_size,best_iteration,temperature,accuracy,logloss,brier_draw,mean_p_draw_actual_draws,max_p_draw_actual_draws,predicted_draws,actual_draws
1,baseline,926,93,185,48,1.0,0.24324324324324326,0.9940354814764376,0.18029993023982033,0.2653631010731518,0.3273655685658654,0,44
1,calibrated,926,93,185,48,1.2000000000000006,0.24324324324324326,1.0034664857993834,0.1813060015019894,0.2770635156771602,0.329297792146956,0,44
2,baseline,1204,93,185,44,1.0,0.22702702702702704,1.004538915839001,0.17891224514745918,0.26693487002470523,0.3276966741451913,0,43
2,calibrated,1204,93,185,44,1.2000000000000006,0.22702702702702704,1.0126950404754522,0.1796512740012555,0.2787490893961424,0.3293544787576497,0,43
3,baseline,1482,93,185,273,1.0,0.3027027027027027,1.0147526115443672,0.16441643428250227,0.2712970994056262,0.41310466917397276,6,38
3,calibrated,1482,93,185,273,0.7500000000000002,0.3027027027027027,1.0284492497903932,0.16331619941400163,0.24919041789603272,0.43739266931139104,6,38
