temperature,logloss
0.5,1.1310964211083276
0.55,1.110444882504797
0.6000000000000001,1.0955103226750573
0.6500000000000001,1.0845953271998798
0.7000000000000002,1.0765600222892189
0.7500000000000002,1.0706212846856962
0.8000000000000003,1.0662303112709537
0.8500000000000003,1.062995739835821
0.9000000000000004,1.060634131753693
0.9500000000000004,1.058937359051777
1.0000000000000004,1.0577506946134505
1.0500000000000005,1.0569578281279737
1.1000000000000005,1.0564704517713057
1.1500000000000006,1.0562209147466077
1.2000000000000006,1.0561569721610524
1.2500000000000007,1.0562379843958127
1.3000000000000007,1.0564321347792167
1.3500000000000008,1.056714371167713
1.4000000000000008,1.0570648681654615
1.4500000000000008,1.057467867856206
1.5000000000000009,1.0579107985016947
1.550000000000001,1.0583835992948964
1.600000000000001,1.0588781992070102
1.650000000000001,1.0593881120214046
1.700000000000001,1.059908119650459
1.750000000000001,1.0604340230199705
1.8000000000000012,1.0609624450194473
1.8500000000000012,1.0614906738305632
1.9000000000000012,1.0620165377588893
1.9500000000000013,1.0625383047845338
2.0000000000000013,1.0630546016124127
2.0500000000000016,1.063564348182711
2.1000000000000014,1.0640667044973624
2.1500000000000012,1.0645610273019883
2.2000000000000015,1.0650468346878104
2.2500000000000018,1.0655237770836494
2.3000000000000016,1.0659916134231346
2.3500000000000014,1.066450191518124
2.4000000000000017,1.066899431862235
2.450000000000002,1.0673393142404053
2.5000000000000018,1.067769866640727
2.5500000000000016,1.0681911560604924
2.600000000000002,1.068603280874739
2.650000000000002,1.0690063644967946
2.700000000000002,1.0694005501095414
2.7500000000000018,1.0697859962858547
2.800000000000002,1.0701628733488622
2.8500000000000023,1.0705313603488111
2.900000000000002,1.0708916425546648
2.950000000000002,1.0712439093759663
3.000000000000002,1.0715883526448078
