alpha,mean_accuracy,mean_logloss,mean_draw_precision,mean_draw_recall,mean_draw_f1
0.1,0.5333333333333333,1.0109618672629208,0.0,0.0,0.0
0.3,0.5225225225225225,1.006642931751292,0.0,0.0,0.0
1.0,0.527927927927928,1.0085919954716906,0.0,0.0,0.0
