feature_count,validation_accuracy,validation_log_loss,test_accuracy,test_log_loss,best_iteration,elapsed_seconds
79,0.539568345323741,0.9603926238770778,0.539568345323741,0.9853142483179491,193,2.6
60,0.5683453237410072,0.971441801838445,0.5251798561151079,0.9857852131862894,172,2.0
40,0.5575539568345323,0.9729469892729993,0.5287769784172662,0.9879478852475064,150,1.38
50,0.5683453237410072,0.9758214560604522,0.5179856115107914,0.9921622807304995,99,1.27
30,0.5431654676258992,0.9784685716767428,0.5143884892086331,0.9876648490520833,119,0.91
