fold,fixture_id,actual,cat_prediction,cat_p_home,cat_p_draw,cat_p_away,hybrid_prediction,hybrid_p_home,hybrid_p_draw,hybrid_p_away,cat_correct,hybrid_correct,changed
Fold 1,879,A,H,0.5588131764947507,0.2435809275494752,0.1976058959557741,H,0.4976680924700447,0.2431028005724378,0.2592291069575175,False,False,False
Fold 1,880,H,A,0.2913691089027275,0.2792305668313405,0.4294003242659319,A,0.2976254805650394,0.2701445522749428,0.4322299671600177,False,False,False
Fold 1,881,A,A,0.3334913765799357,0.2623699565895124,0.4041386668305519,A,0.3330263133087582,0.2597228938686355,0.4072507928226062,True,True,False
Fold 1,882,A,H,0.3771389524984636,0.2877090688786537,0.3351519786228827,H,0.3995108641976442,0.2759951866002847,0.3244939492020709,False,False,False
Fold 1,551,H,H,0.4711621691566707,0.2288123189760881,0.3000255118672412,H,0.4196754328750705,0.2396731854532647,0.3406513816716647,True,True,False
Fold 1,552,A,A,0.3683071264446496,0.2626699125346844,0.3690229610206658,A,0.3105629377821466,0.2452275344217398,0.4442095277961135,True,True,False
Fold 1,553,A,H,0.3762900161698604,0.2723557613943488,0.3513542224357908,A,0.3500950908111217,0.2624724966808067,0.3874324125080715,False,True,True
Fold 1,554,H,H,0.5218230996979034,0.2380531859514298,0.2401237143506667,H,0.4588801472363399,0.2400219403208581,0.3010979124428019,True,True,False
Fold 1,555,D,H,0.5707557652998564,0.2477026490218742,0.1815415856782694,H,0.5466887152836649,0.249462061093611,0.203849223622724,False,False,False
Fold 1,1609,D,A,0.2307161061126804,0.2639898139930033,0.5052940798943162,A,0.2303956972280004,0.2520219564128831,0.5175823463591165,False,False,False
Fold 1,191,H,H,0.6498880603749645,0.2164556878822465,0.1336562517427889,H,0.6496541896975163,0.2086601227268432,0.1416856875756405,True,True,False
Fold 1,1238,D,H,0.3856407387271325,0.249547728716163,0.3648115325567044,A,0.3621849078746003,0.2483668928862213,0.3894481992391783,False,False,True
Fold 1,556,A,H,0.4510843905936533,0.2679598337387456,0.280955775667601,H,0.4314831337677707,0.2660928279538996,0.3024240382783297,False,False,False
Fold 1,883,D,A,0.2535937896059255,0.3273655685658654,0.4190406418282091,A,0.2695333964437389,0.2966935021814411,0.4337731013748198,False,False,False
Fold 1,1610,D,H,0.5346975884596182,0.2606744284619754,0.2046279830784062,H,0.523285419334606,0.255987196940059,0.2207273837253349,False,False,False
Fold 1,192,H,H,0.5687722021071698,0.2294469615972004,0.2017808362956297,H,0.5445341375285495,0.2292948022625551,0.2261710602088952,True,True,False
Fold 1,1239,H,H,0.6343866617780245,0.2096635946461507,0.1559497435758248,H,0.5957878959102783,0.2228136240429843,0.1813984800467374,True,True,False
Fold 1,1611,D,H,0.4679495775744802,0.2869246331803847,0.245125789245135,H,0.4869380839551117,0.2684781395408903,0.2445837765039981,False,False,False
Fold 1,193,A,A,0.2327636029972117,0.2597431781513999,0.5074932188513882,A,0.2157365321722599,0.2440117635649411,0.5402517042627989,True,True,False
Fold 1,1240,A,H,0.3622582965832718,0.2871393260176501,0.350602377399078,H,0.395568997474407,0.2774952072901047,0.3269357952354882,False,False,False
Fold 1,1612,D,A,0.293296360988049,0.2609505374707636,0.4457531015411874,A,0.283647638774619,0.2588986473201765,0.4574537139052045,False,False,False
Fold 1,194,A,A,0.2435664372282712,0.2495299546408653,0.5069036081308634,A,0.2473635632058899,0.2420460682362412,0.5105903685578688,True,True,False
Fold 1,557,H,H,0.6164374489439987,0.2263115843903482,0.157250966665653,H,0.6090136385866157,0.2186960833702093,0.172290278043175,True,True,False
Fold 1,1241,H,H,0.517688766103357,0.2510988462650582,0.2312123876315849,H,0.4883376665275876,0.2511501405357565,0.2605121929366558,True,True,False
Fold 1,1242,D,H,0.3833358718432944,0.2471152809611298,0.3695488471955758,H,0.3784350946763077,0.252118031567369,0.3694468737563233,False,False,False
Fold 1,884,A,H,0.5508613388387865,0.2521031466428565,0.1970355145183569,H,0.5436015169644188,0.2446927261507884,0.2117057568847927,False,False,False
Fold 1,1613,A,A,0.2857366864126069,0.2682680687789439,0.4459952448084491,A,0.2874285264525647,0.2620293465058138,0.4505421270416215,True,True,False
Fold 1,195,A,H,0.3957172950563652,0.2683088019881032,0.3359739029555314,H,0.3980473372033131,0.2666414608624947,0.3353112019341923,False,False,False
Fold 1,196,A,A,0.2762423153969194,0.2562497128832374,0.4675079717198432,A,0.2589284040346121,0.2450834737046446,0.4959881222607432,True,True,False
Fold 1,197,A,H,0.4932747110986366,0.235126629273821,0.2715986596275424,H,0.4478921788456255,0.2420186058449166,0.3100892153094579,False,False,False
Fold 1,558,H,H,0.4893031518232416,0.2672553489184611,0.243441499258297,H,0.4877482038397218,0.2543114052131754,0.2579403909471027,True,True,False
Fold 1,885,H,H,0.5877725675611293,0.2258254854729166,0.186401946965954,H,0.5763508452889744,0.2260076810490534,0.1976414736619721,True,True,False
Fold 1,1243,A,A,0.298943252085079,0.2583803003387158,0.4426764475762051,A,0.2954853204815672,0.2535163531447765,0.4509983263736563,True,True,False
Fold 1,1614,H,H,0.3530908490513522,0.3130203756047919,0.3338887753438559,H,0.3561626275803785,0.2972184405189849,0.3466189319006367,True,True,False
Fold 1,886,A,A,0.3522656898456623,0.2674060739248455,0.3803282362294921,A,0.3321824861443607,0.2537327660755916,0.4140847477800477,True,True,False
Fold 1,198,A,A,0.3010219380035708,0.297795095383244,0.4011829666131852,A,0.3166725738100793,0.2830658992503749,0.4002615269395459,True,True,False
Fold 1,1244,H,A,0.2852031013831757,0.292703786239184,0.4220931123776403,A,0.2857549812188389,0.2743603988486501,0.439884619932511,False,False,False
Fold 1,1615,H,H,0.4122199116741225,0.2791609924538205,0.308619095872057,H,0.4103415760740531,0.2710983365338573,0.3185600873920894,True,True,False
