fold,fixture_id,actual,cat_prediction,cat_p_home,cat_p_draw,cat_p_away,hybrid_prediction,hybrid_p_home,hybrid_p_draw,hybrid_p_away,cat_correct,hybrid_correct,changed
Fold 1,901,A,A,0.2903275972085316,0.2627425826998376,0.4469298200916307,A,0.2984789122000377,0.2635035221047567,0.4380175656952055,True,True,False
Fold 2,594,A,H,0.4201730530785765,0.2801116891636947,0.2997152577577287,H,0.4071182613219363,0.2732278301334114,0.3196539085446522,False,False,False
Fold 2,919,H,H,0.3677559123789367,0.2747186529158547,0.3575254347052087,H,0.3768645015536208,0.2653426247668211,0.357792873679558,True,True,False
Fold 2,1648,A,A,0.2965321755996729,0.2654789558402365,0.4379888685600906,A,0.3280001469367135,0.2577664124631529,0.4142334406001335,True,True,False
Fold 2,228,A,A,0.2745432988759436,0.2632185080010367,0.4622381931230197,A,0.3018564265353797,0.261408423214606,0.4367351502500142,True,True,False
Fold 2,1281,H,H,0.561679904669469,0.2462274604007044,0.1920926349298265,H,0.5595165016236506,0.2435029334065602,0.1969805649697891,True,True,False
Fold 2,1649,D,H,0.3990550519909743,0.2899586775814567,0.3109862704275689,H,0.4299236958245151,0.2749300593892494,0.2951462447862354,False,False,False
Fold 2,229,H,A,0.3393542986212238,0.2628283059579906,0.3978173954207856,A,0.3592375957527925,0.2618286070865406,0.3789337971606668,False,False,False
Fold 2,1282,D,A,0.2572781730714234,0.2548789710034089,0.4878428559251677,A,0.2656466107234857,0.2579126344749326,0.4764407548015816,False,False,False
Fold 2,1650,A,A,0.2757886050469852,0.2398285856551577,0.484382809297857,A,0.2946328406065949,0.2471704490530555,0.4581967103403495,True,True,False
Fold 2,595,H,A,0.3600640316917051,0.2790934711480797,0.3608424971602151,A,0.3517450320662947,0.2694312710397233,0.3788236968939819,False,False,False
Fold 2,596,H,H,0.3797298510994949,0.293854110541264,0.3264160383592411,H,0.4178458262648046,0.2756664955743553,0.30648767816084,True,True,False
Fold 2,230,H,H,0.6085569986588377,0.2328690753602612,0.158573925980901,H,0.6053695395559564,0.232045196485294,0.1625852639587496,True,True,False
Fold 2,1283,H,H,0.4053488871331754,0.2645878881583677,0.3300632247084568,H,0.4075293286929193,0.262291303930687,0.3301793673763937,True,True,False
Fold 2,1284,H,H,0.6224267439741865,0.2282284963207545,0.1493447597050589,H,0.5943768268132169,0.2329123641174025,0.1727108090693807,True,True,False
Fold 2,1651,A,A,0.3013540390701389,0.2499872791486678,0.4486586817811932,A,0.3002935335821618,0.2533758775334521,0.4463305888843862,True,True,False
Fold 2,920,A,A,0.3027462322017607,0.2688805167050191,0.4283732510932201,A,0.2988674614653679,0.2616361362950742,0.4394964022395579,True,True,False
Fold 2,231,A,A,0.3432239669927923,0.2877585790501442,0.3690174539570635,H,0.3652017379641409,0.2759065570028853,0.3588917050329738,True,False,True
Fold 2,232,H,H,0.4062136781853091,0.3308474610958752,0.2629388607188156,H,0.38644534796033,0.3165618728773513,0.2969927791623187,True,True,False
Fold 2,233,D,H,0.5154004715486945,0.27335093644906,0.2112485920022454,H,0.533339528301765,0.2548011460564103,0.2118593256418248,False,False,False
Fold 2,921,H,H,0.404639006693161,0.2710330852883587,0.3243279080184801,H,0.3836145908087657,0.2642265380619223,0.3521588711293119,True,True,False
Fold 2,1285,H,A,0.2519694747211139,0.2445760771714416,0.5034544481074444,A,0.2990343412540628,0.2476642197485362,0.4533014389974009,False,False,False
Fold 2,1652,A,H,0.4470286925409598,0.2609410465082856,0.2920302609507545,H,0.4348437914774858,0.2626239207834568,0.3025322877390572,False,False,False
Fold 2,1653,D,H,0.5051487625606885,0.268072152549013,0.2267790848902984,H,0.5047930249778303,0.2622487650931548,0.2329582099290149,False,False,False
Fold 2,922,A,A,0.292867570108231,0.280355621193899,0.4267768086978698,A,0.2952012538261262,0.265786526395591,0.4390122197782828,True,True,False
Fold 2,597,A,A,0.2971345803536969,0.2401345472192148,0.4627308724270881,A,0.293840754245242,0.2426149991136987,0.4635442466410593,True,True,False
Fold 2,234,H,H,0.3837301047838615,0.341380143783324,0.2748897514328144,H,0.4327834832457257,0.3040790876010794,0.2631374291531949,True,True,False
Fold 2,1286,A,H,0.3630080259185165,0.2922077880332033,0.3447841860482802,H,0.3674500992708917,0.2792241186434815,0.3533257820856267,False,False,False
Fold 2,1654,A,A,0.2377758851230906,0.2814673419953754,0.480756772881534,A,0.2447062101639627,0.272533440467054,0.4827603493689833,True,True,False
Fold 2,1655,H,H,0.6527756164930801,0.2009003873531824,0.1463239961537373,H,0.6501266042716346,0.2010191084537139,0.1488542872746514,True,True,False
Fold 2,923,H,H,0.5942962263085769,0.2312669863712698,0.1744367873201531,H,0.6015994862033129,0.22653010874661,0.171870405050077,True,True,False
Fold 2,235,H,A,0.3504807305303652,0.2811453182097875,0.3683739512598472,A,0.3418124598853431,0.2773412185454948,0.3808463215691621,False,False,False
Fold 2,1656,H,H,0.4355038597115808,0.3060445366270904,0.2584516036613288,H,0.4889391773769412,0.2793797643590797,0.231681058263979,True,True,False
Fold 2,1287,A,A,0.2437870916614415,0.2505428903470482,0.5056700179915102,A,0.249465957988387,0.2568475968679592,0.4936864451436537,True,True,False
Fold 2,1288,D,H,0.6227742060064857,0.2159670548796535,0.1612587391138607,H,0.5997135567087403,0.2194492837087181,0.1808371595825416,False,False,False
Fold 2,924,H,H,0.6858670545682897,0.1674677886120988,0.1466651568196114,H,0.7051966166474373,0.1614025848623083,0.1334007984902543,True,True,False
Fold 2,925,A,H,0.4919330891278404,0.2793488736350724,0.2287180372370871,H,0.5102015119357395,0.2650275826299032,0.2247709054343572,False,False,False
Fold 2,926,H,H,0.448938800585541,0.2597199559949902,0.2913412434194687,H,0.4360471679535161,0.25521273103358,0.3087401010129038,True,True,False
Fold 2,927,D,H,0.3724716477196769,0.2804744810648589,0.3470538712154641,A,0.3424427345502356,0.272942586636615,0.3846146788131492,False,False,True
Fold 2,928,A,A,0.3520812729991621,0.294511124837836,0.3534076021630018,H,0.3711010570660173,0.2741754153712643,0.3547235275627182,True,False,True
Fold 2,1657,D,A,0.2900927847216235,0.2831998338823486,0.4267073813960279,A,0.295865788670149,0.2760475722715405,0.4280866390583104,False,False,False
Fold 2,236,H,A,0.2453507439820955,0.2322964112342611,0.5223528447836433,A,0.2537314241360416,0.2334469410185089,0.5128216348454495,False,False,False
Fold 2,1289,H,H,0.5768296338927894,0.215798606811143,0.2073717592960675,H,0.5553077101565432,0.2242774580782784,0.2204148317651784,True,True,False
Fold 2,929,H,H,0.5052682967489917,0.2664125289701851,0.2283191742808232,H,0.5085933668477753,0.2560720327702567,0.2353346003819679,True,True,False
Fold 2,1658,A,A,0.3179126976847219,0.2683310028870816,0.4137562994281963,A,0.336887120135254,0.2699416332492795,0.3931712466154665,True,True,False
Fold 2,237,A,A,0.2404949102141925,0.2478944783017657,0.5116106114840417,A,0.2117749877900217,0.2285327898894363,0.559692222320542,True,True,False
Fold 2,1290,A,A,0.2517614252072536,0.2256499407153135,0.5225886340774328,A,0.2435757993435543,0.2309277221292533,0.5254964785271924,True,True,False
Fold 2,1659,H,H,0.6952564864530437,0.1716646134569801,0.133078900089976,H,0.6853324677567559,0.1793043781671422,0.1353631540761017,True,True,False
Fold 2,238,H,H,0.4618205510357858,0.241643444819431,0.296536004144783,H,0.4385486563950313,0.2391741396000233,0.3222772040049453,True,True,False
Fold 2,1291,H,H,0.484345090486923,0.2873652879624411,0.2282896215506358,H,0.5036352608229585,0.2698768619191568,0.2264878772578847,True,True,False
Fold 2,1660,A,A,0.3024800390737285,0.2925012520659781,0.4050187088602933,A,0.3155514778009344,0.286485127997822,0.3979633942012435,True,True,False
Fold 2,239,A,H,0.3682159531365996,0.2941849451375747,0.3375991017258256,H,0.3668377701801416,0.2856282838897568,0.3475339459301016,False,False,False
Fold 2,1292,H,A,0.2631713798777235,0.2778530423259852,0.4589755777962913,A,0.26016789374446,0.2684158749223126,0.4714162313332273,False,False,False
Fold 2,930,A,H,0.4260421194393098,0.3435301081140022,0.2304277724466878,H,0.4486789092952686,0.3147616038687337,0.2365594868359976,False,False,False
Fold 2,1661,H,H,0.6275021074855713,0.2253782678937769,0.1471196246206516,H,0.6443455431043819,0.2117307842103291,0.143923672685289,True,True,False
Fold 2,240,A,A,0.2797027353400602,0.2614266625538792,0.4588706021060605,A,0.304224619313792,0.2608692954204653,0.4349060852657426,True,True,False
Fold 2,241,H,H,0.4996797190005156,0.272956300111911,0.2273639808875735,H,0.5175287301118496,0.2630510258564502,0.2194202440317002,True,True,False
Fold 2,242,H,H,0.3768761710744496,0.2719856586239224,0.3511381703016278,H,0.3922470851964122,0.264570738183366,0.3431821766202218,True,True,False
Fold 2,931,H,H,0.522738893959283,0.2212510237298209,0.256010082310896,H,0.464968471050499,0.2296372553594018,0.3053942735900993,True,True,False
Fold 2,1293,H,H,0.5674959316252237,0.2335778746174604,0.1989261937573158,H,0.5768882823121816,0.2281980279564973,0.194913689731321,True,True,False
Fold 2,1662,D,H,0.5552723683793132,0.246371104076856,0.1983565275438308,H,0.5684186282970174,0.239497350346391,0.1920840213565915,False,False,False
Fold 2,1663,H,H,0.4101255288899008,0.2664086972049461,0.3234657739051532,H,0.4164660735525107,0.2644841881566532,0.3190497382908361,True,True,False
Fold 2,243,H,H,0.545936571176595,0.2236705856303684,0.2303928431930366,H,0.5283110298293029,0.2314673708635197,0.2402215993071774,True,True,False
Fold 2,1294,H,A,0.3458200658648124,0.2982566297739983,0.3559233043611892,H,0.3823818625436523,0.2849770291619078,0.3326411082944399,False,True,True
Fold 2,1664,H,H,0.4549269284499169,0.2744666108094872,0.2706064607405959,H,0.4287159210763154,0.2728236669630693,0.2984604119606152,True,True,False
Fold 2,1295,D,A,0.3646246698086322,0.2653367619348856,0.3700385682564821,A,0.351088323190771,0.2633740322514618,0.3855376445577673,False,False,False
Fold 2,1296,D,H,0.5362840999447789,0.2326089127401477,0.2311069873150734,H,0.5214008375628425,0.2368568418686336,0.2417423205685239,False,False,False
Fold 2,1665,D,H,0.4739581463428548,0.3162294129824621,0.209812440674683,H,0.4767748569243812,0.2943744622878581,0.2288506807877605,False,False,False
Fold 2,598,H,H,0.431427647166226,0.2586038802131445,0.3099684726206295,H,0.4246392185978376,0.2584261476139839,0.3169346337881784,True,True,False
Fold 2,599,H,H,0.4521520244750864,0.2775823097615598,0.2702656657633538,H,0.461676589566342,0.2682284503456514,0.2700949600880064,True,True,False
Fold 2,600,H,H,0.3656338644039003,0.3026588928572065,0.3317072427388932,H,0.3960649810065948,0.2864782993565195,0.3174567196368856,True,True,False
Fold 2,601,H,A,0.343441009948434,0.2746374206420514,0.3819215694095147,A,0.3619684040199613,0.2648595525455908,0.373172043434448,False,False,False
Fold 2,602,A,H,0.5636913157774858,0.2428674678992006,0.1934412163233136,H,0.5795255796853533,0.2339308491301341,0.1865435711845124,False,False,False
Fold 2,603,D,A,0.3018547078378844,0.2759518407897388,0.4221934513723768,A,0.261136430642878,0.2554084754397622,0.4834550939173598,False,False,False
Fold 2,604,H,H,0.6243107513427707,0.2244659594136725,0.1512232892435568,H,0.6372876603934433,0.2122683303749684,0.1504440092315883,True,True,False
Fold 2,605,A,H,0.4639569094046702,0.2685175296634184,0.2675255609319113,H,0.4565101523079411,0.2652559133465657,0.2782339343454931,False,False,False
Fold 2,606,H,H,0.6182549895855157,0.210874026845683,0.1708709835688013,H,0.6190659305694665,0.2114375591144833,0.1694965103160502,True,True,False
Fold 2,607,H,H,0.5143743734915839,0.2485299677852656,0.2370956587231505,H,0.487078766039979,0.2464876935586289,0.266433540401392,True,True,False
Fold 2,932,A,A,0.2722690905009264,0.2748387657015081,0.4528921437975654,A,0.2529965944295395,0.2659807484124621,0.4810226571579984,True,True,False
Fold 2,244,A,H,0.5989202758651727,0.2266165649621087,0.1744631591727185,H,0.5934917551900062,0.2250496510502448,0.1814585937597489,False,False,False
Fold 2,1297,H,A,0.3153709885082559,0.2640129861640242,0.4206160253277198,A,0.3552281013510568,0.2634663248302978,0.3813055738186454,False,False,False
Fold 2,1666,A,H,0.5384651850276926,0.2423596768305758,0.2191751381417316,H,0.5085263177712845,0.2518959800793036,0.239577702149412,False,False,False
Fold 2,608,D,A,0.327625057734222,0.2982272052432149,0.374147737022563,A,0.3249093252938366,0.2813555780303841,0.3937350966757791,False,False,False
Fold 2,1667,A,H,0.4158164149141282,0.2513490454134531,0.3328345396724186,H,0.4161041478150636,0.2513987280657089,0.3324971241192274,False,False,False
Fold 2,1298,A,A,0.3163845190270331,0.231938083073807,0.45167739789916,A,0.3213174641148095,0.2421205739898627,0.4365619618953278,True,True,False
Fold 2,933,A,A,0.3272713437450145,0.2722605270022489,0.4004681292527364,A,0.3321501115585785,0.2703816570611129,0.3974682313803085,True,True,False
Fold 2,934,D,H,0.5495130445913198,0.2537421027900241,0.1967448526186561,H,0.5550987227119081,0.2462742902586088,0.1986269870294831,False,False,False
Fold 2,935,H,H,0.4316622962939784,0.2778125204429622,0.2905251832630595,H,0.4406952805873016,0.2704202159641222,0.2888845034485762,True,True,False
Fold 2,936,A,H,0.4079581872552388,0.2764129886858001,0.315628824058961,H,0.3817516640163582,0.268221919353717,0.3500264166299248,False,False,False
Fold 2,937,A,A,0.2397458010294973,0.245431355578279,0.5148228433922237,A,0.2189999690450897,0.235007501836131,0.5459925291187792,True,True,False
Fold 2,609,D,A,0.3235209762706298,0.2867305024786531,0.389748521250717,A,0.310235039858003,0.275831302767992,0.4139336573740048,False,False,False
Fold 2,610,H,H,0.4098824243155649,0.2944504947985856,0.2956670808858494,H,0.4133589356460718,0.2832563551078613,0.3033847092460669,True,True,False
Fold 2,611,A,A,0.3403268672869005,0.2494648864284095,0.4102082462846898,A,0.3227228197591571,0.2427522055057268,0.434524974735116,True,True,False
Fold 2,1668,A,H,0.6568347288674283,0.1885532448123076,0.1546120263202639,H,0.6450652494715685,0.1938906860892116,0.1610440644392199,False,False,False
Fold 2,245,H,H,0.6537297790328922,0.1934646180143047,0.152805602952803,H,0.6747690104064488,0.1843090975394043,0.1409218920541468,True,True,False
Fold 2,1299,D,A,0.2391530257396875,0.2324408652214408,0.5284061090388716,A,0.2330160431902351,0.2297308487483099,0.5372531080614549,False,False,False
Fold 2,612,H,H,0.4495118664074453,0.2633296713189178,0.2871584622736369,H,0.4235173822397567,0.2593907715519357,0.3170918462083075,True,True,False
Fold 2,938,H,A,0.3246338046119199,0.2451493262310938,0.4302168691569863,A,0.3255889373938871,0.2418889794959162,0.4325220831101966,False,False,False
Fold 2,1669,A,A,0.33117581132808,0.2509864300708602,0.4178377586010597,A,0.3362221908674412,0.2561392649522177,0.4076385441803411,True,True,False
Fold 2,246,H,A,0.2833303968840781,0.2845027936367109,0.4321668094792109,A,0.3086069734742996,0.2730907345409077,0.4183022919847927,False,False,False
Fold 2,1300,D,H,0.4857077989324387,0.2515436153184735,0.2627485857490877,H,0.4716128225381409,0.2503584727918914,0.2780287046699678,False,False,False
Fold 2,1670,D,H,0.6402280306088085,0.2017754236004969,0.1579965457906946,H,0.6232551474362102,0.207734768026664,0.1690100845371256,False,False,False
Fold 2,247,H,H,0.3743859001295237,0.2943148826433601,0.3312992172271162,H,0.4260666160291616,0.2721771340189733,0.3017562499518651,True,True,False
Fold 2,1301,D,H,0.3863521141227531,0.2927190697362126,0.3209288161410342,H,0.384218089485452,0.2834342709212232,0.3323476395933248,False,False,False
Fold 2,1671,A,H,0.3686328394905019,0.304095681855651,0.3272714786538471,H,0.3884428414809178,0.2883549868867486,0.3232021716323336,False,False,False
Fold 2,248,H,H,0.4578168950661717,0.2842436439426419,0.2579394609911863,H,0.4752222714710524,0.2743040873236697,0.2504736412052778,True,True,False
Fold 2,613,H,A,0.2614768225263647,0.2770091630085847,0.4615140144650504,A,0.2548694120951356,0.2630337200227792,0.4820968678820851,False,False,False
Fold 2,614,H,H,0.6243945368981167,0.2058228403005665,0.1697826228013168,H,0.6265773078210142,0.206203656047959,0.1672190361310269,True,True,False
Fold 2,615,D,A,0.2901773167123259,0.2667764179228501,0.4430462653648239,A,0.3175121390325648,0.2611173026772539,0.4213705582901813,False,False,False
Fold 2,1302,D,H,0.476797734410947,0.286378930552485,0.2368233350365679,H,0.468611868571585,0.2809370157567685,0.2504511156716464,False,False,False
Fold 2,1303,D,A,0.2942339845178099,0.2774619143623842,0.4283041011198059,A,0.3053539226991761,0.2716102712377724,0.4230358060630514,False,False,False
Fold 2,939,D,A,0.266522829229633,0.2694630673107409,0.4640141034596262,A,0.2816090433050047,0.2696115793510581,0.4487793773439371,False,False,False
Fold 2,1672,A,H,0.3815193066432297,0.2770225259163415,0.3414581674404288,A,0.357941098639323,0.2701381927283126,0.3719207086323643,False,True,True
Fold 2,249,A,A,0.2998147018468807,0.2904227293403524,0.4097625688127668,A,0.3112241330933865,0.2838574373024857,0.4049184296041278,True,True,False
Fold 2,250,A,A,0.2735506651758117,0.2516371718247322,0.4748121629994562,A,0.2727418353542622,0.2537894127570374,0.4734687518887004,True,True,False
Fold 2,251,A,H,0.5082713702016652,0.2737786216190501,0.2179500081792847,H,0.4610395875117227,0.2680223341637164,0.2709380783245608,False,False,False
Fold 2,616,D,A,0.292459173009006,0.2502621773773555,0.4572786496136385,A,0.3065903012641855,0.2489543867152729,0.4444553120205414,False,False,False
Fold 2,940,H,H,0.3772980634334077,0.2911182780887399,0.3315836584778523,A,0.3492647374121049,0.2760128010363789,0.3747224615515161,True,False,True
Fold 2,1304,A,H,0.3984042259481333,0.2704222424296013,0.3311735316222655,H,0.4254938503168725,0.2628051014668214,0.3117010482163061,False,False,False
Fold 2,1673,A,A,0.363897740971218,0.2598139457410135,0.3762883132877684,A,0.3299724215855435,0.2578629931578837,0.4121645852565727,True,True,False
Fold 2,252,H,H,0.5997436961805654,0.2057526534337536,0.1945036503856809,H,0.559816261033446,0.2196333940510527,0.2205503449155013,True,True,False
Fold 2,1305,D,H,0.4724099889002232,0.2794748427473952,0.2481151683523815,H,0.4759925053965496,0.2700832681644831,0.2539242264389673,False,False,False
Fold 2,1674,D,A,0.3319448003382802,0.2888474707631881,0.3792077288985316,A,0.3610797787377161,0.2759493823375027,0.362970838924781,False,False,False
Fold 2,1306,D,H,0.4631682994213881,0.2764713774806054,0.2603603230980064,H,0.4652561915341009,0.267357550751949,0.2673862577139501,False,False,False
Fold 2,617,A,A,0.2922592763317821,0.2605094927981818,0.4472312308700359,A,0.2635661341378506,0.2474815788132591,0.4889522870488902,True,True,False
Fold 2,1675,D,A,0.344424500595263,0.2894167485141816,0.3661587508905555,H,0.3757826936903959,0.2796171849086692,0.3446001214009348,False,False,True
Fold 2,941,A,A,0.3231009975016712,0.2877871037159094,0.3891118987824194,A,0.3575430855266986,0.2791313395143665,0.3633255749589348,True,True,False
Fold 2,253,A,H,0.5655184725436387,0.2433987021643596,0.1910828252920016,H,0.5470408312885151,0.2450336899290725,0.2079254787824124,False,False,False
Fold 2,1307,A,A,0.3356538795028332,0.2834114183179893,0.3809347021791773,A,0.3500372221768422,0.2779528797603834,0.3720098980627743,True,True,False
Fold 2,1676,H,H,0.3823760611155908,0.2895700166834111,0.3280539222009981,H,0.3745757085084152,0.2818268007252134,0.3435974907663713,True,True,False
Fold 2,618,H,H,0.5002042354678078,0.2427030328303281,0.2570927317018641,H,0.4577222756322884,0.2501409751378364,0.292136749229875,True,True,False
Fold 2,1677,A,H,0.4258065434087758,0.2752063894303094,0.2989870671609148,H,0.442089252247844,0.2680978518232626,0.2898128959288933,False,False,False
Fold 2,1308,H,H,0.4750243982161755,0.2624410184851165,0.262534583298708,H,0.4788983090620849,0.2617394050775444,0.2593622858603707,True,True,False
Fold 2,942,A,H,0.4616721999300908,0.2738700584960485,0.2644577415738605,H,0.4655084840389997,0.2664294350975041,0.2680620808634962,False,False,False
Fold 2,943,H,A,0.311403496338912,0.2605958748091773,0.4280006288519107,A,0.2948053798702938,0.2548153870330381,0.450379233096668,False,False,False
Fold 2,944,D,H,0.6152054959554437,0.2106230019862034,0.1741715020583528,H,0.6168466637770619,0.2104742739696351,0.1726790622533029,False,False,False
Fold 2,945,A,H,0.378593030270171,0.2774430847885569,0.3439638849412721,A,0.3618524045103356,0.2725867353247784,0.3655608601648859,False,True,True
Fold 2,946,A,A,0.3514395209162457,0.2862044752667294,0.3623560038170249,A,0.3599445774877455,0.2740759743415258,0.3659794481707287,True,True,False
Fold 2,619,A,A,0.2944437921070826,0.245952925613597,0.4596032822793203,A,0.2732190197359937,0.2388112024793272,0.4879697777846791,True,True,False
Fold 2,620,D,H,0.591126211604209,0.2244596104843113,0.1844141779114796,H,0.5997139372849555,0.2190335127173471,0.1812525499976973,False,False,False
Fold 2,621,A,H,0.4064770552755146,0.2923825170473439,0.3011404276771415,H,0.4265110062044849,0.278687058817662,0.294801934977853,False,False,False
Fold 2,1678,A,H,0.4691072703593849,0.2814038069893744,0.2494889226512406,H,0.4683668917647236,0.2753400241821944,0.2562930840530819,False,False,False
Fold 2,254,H,H,0.358896566161717,0.2997199751570591,0.3413834586812237,H,0.4069154613611832,0.2737710183661436,0.319313520272673,True,True,False
Fold 2,1309,H,H,0.6614488967939769,0.1830455798512638,0.1555055233547593,H,0.6469360197784237,0.1927985653399551,0.1602654148816211,True,True,False
Fold 2,622,D,H,0.5107261876371509,0.2661302623290031,0.2231435500338458,H,0.4993717560379684,0.2603329984665924,0.240295245495439,False,False,False
Fold 2,947,D,H,0.5708980787904153,0.2290538066895174,0.2000481145200673,H,0.5779485936570318,0.221549038136978,0.2005023682059901,False,False,False
Fold 2,1679,A,H,0.5700661275054911,0.2241311346195222,0.2058027378749866,H,0.5154790542373152,0.2393963954003028,0.245124550362382,False,False,False
Fold 2,255,A,A,0.3215903978173147,0.2745267515425165,0.4038828506401687,A,0.3538562037205209,0.2647851622607621,0.3813586340187169,True,True,False
Fold 2,1310,H,H,0.5812928047404057,0.2381413916988454,0.1805658035607489,H,0.5726719231113636,0.2376315405238693,0.189696536364767,True,True,False
Fold 2,1680,A,A,0.2179797819288286,0.2438185484336118,0.5382016696375596,A,0.2051598082356522,0.23495117320627,0.5598890185580777,True,True,False
Fold 2,256,D,H,0.3988633578159297,0.3188728802740774,0.2822637619099928,H,0.4020191322740846,0.3003398282610768,0.2976410394648385,False,False,False
Fold 2,1311,H,H,0.390810629276185,0.2881635608799173,0.3210258098438976,H,0.3939329431257591,0.2821496048567756,0.3239174520174652,True,True,False
Fold 2,1681,H,H,0.450970039826417,0.2638658375748519,0.2851641225987311,H,0.4572148216790775,0.2576950394441208,0.2850901388768016,True,True,False
Fold 2,257,D,A,0.2916944676419854,0.2664724683160489,0.4418330640419658,A,0.2732364696933026,0.2535838412337259,0.4731796890729715,False,False,False
Fold 2,623,H,A,0.3571433036992791,0.2686574636829538,0.374199232617767,A,0.3491569401140066,0.2646250841514254,0.3862179757345679,False,False,False
Fold 2,624,H,H,0.5837571842376001,0.232026525037396,0.1842162907250039,H,0.5949072347951553,0.2251102628506863,0.1799825023541584,True,True,False
Fold 2,625,D,H,0.6055220306467161,0.2355454235782685,0.1589325457750154,H,0.5941040890566522,0.2358451725993616,0.170050738343986,False,False,False
Fold 2,1312,D,H,0.4086679578021616,0.3276966741451913,0.2636353680526471,H,0.4309443817116232,0.3065481062179656,0.2625075120704112,False,False,False
Fold 2,1313,D,A,0.3007548906512103,0.2900812419281517,0.4091638674206377,A,0.3017977251797686,0.2824017157823134,0.415800559037918,False,False,False
Fold 2,948,A,H,0.3566306149998125,0.2898106843658733,0.3535587006343141,H,0.3879940368793848,0.2746155886069966,0.3373903745136186,False,False,False
Fold 2,1682,A,A,0.2541460588799311,0.2643423981909951,0.481511542929074,A,0.2533249600887393,0.2602914664797841,0.4863835734314766,True,True,False
Fold 2,258,H,H,0.3699678227096444,0.3272951682543872,0.3027370090359683,H,0.4087742414130202,0.3024303608735776,0.2887953977134022,True,True,False
Fold 2,259,A,A,0.293623617427218,0.2869204261773513,0.4194559563954306,A,0.2881480428276767,0.2755373571107533,0.43631460006157,True,True,False
Fold 2,626,H,H,0.4267307971764145,0.285543544790269,0.2877256580333164,H,0.4442802714931876,0.2710622106788319,0.2846575178279805,True,True,False
Fold 2,949,H,H,0.5246087336674984,0.2391207563598109,0.2362705099726907,H,0.5328425875248552,0.2361672944569844,0.2309901180181603,True,True,False
Fold 2,1314,H,H,0.4679049232203631,0.2417835655027173,0.2903115112769197,H,0.4462706174773735,0.2486413810249759,0.3050880014976506,True,True,False
Fold 2,1683,A,H,0.3892128343049499,0.3007575483413838,0.3100296173536662,H,0.3793322099127588,0.2871643844321417,0.3335034056550995,False,False,False
Fold 2,260,A,A,0.283287520315357,0.2904340775271577,0.4262784021574853,A,0.2949208806710103,0.2812918827824027,0.423787236546587,True,True,False
Fold 2,1315,D,A,0.3506879525716774,0.2891845891984297,0.3601274582298929,A,0.3496807258096984,0.2776535642067615,0.3726657099835399,False,False,False
Fold 2,1684,H,H,0.4328439313518775,0.2832918636154777,0.2838642050326448,H,0.4599532589719836,0.2734716796107871,0.2665750614172293,True,True,False
Fold 2,1316,H,H,0.5978950308349053,0.2260394789533976,0.1760654902116971,H,0.5941726802105616,0.2248941549054559,0.1809331648839825,True,True,False
Fold 2,627,H,H,0.3972315730939376,0.2789166030457247,0.3238518238603377,H,0.4117293247006784,0.2701712008897241,0.3180994744095973,True,True,False
Fold 2,1685,H,H,0.5900183890159234,0.2502316231953103,0.1597499877887662,H,0.6297089017253658,0.2257843700786982,0.1445067281959359,True,True,False
Fold 2,628,H,A,0.3403267074810746,0.2882234391944937,0.3714498533244317,H,0.3640644323092238,0.2758654346871981,0.360070133003578,False,True,True
Fold 2,261,H,H,0.6152180392718799,0.2193633756725813,0.1654185850555387,H,0.5754891407032976,0.227927199659057,0.1965836596376454,True,True,False
Fold 2,1686,H,A,0.3281309563221186,0.3115587597256151,0.3603102839522662,A,0.3390038827985281,0.3036917775972962,0.3573043396041756,False,False,False
Fold 2,1687,D,H,0.3777148663571325,0.26571623452687,0.3565688991159975,H,0.3881111416697937,0.2631493726570337,0.3487394856731725,False,False,False
Fold 2,1317,A,A,0.27449816443358,0.2715805963199263,0.4539212392464936,A,0.2902666228843807,0.2715615243803818,0.4381718527352375,True,True,False
Fold 2,950,H,H,0.4996847316486288,0.2875818162023003,0.2127334521490707,H,0.4895830302143498,0.2764694240116213,0.2339475457740289,True,True,False
Fold 2,951,H,H,0.3890591412231331,0.313254561145015,0.2976862976318519,H,0.4141390040357186,0.2946638532439146,0.2911971427203669,True,True,False
Fold 2,952,D,H,0.4391756160044009,0.2761286059235612,0.2846957780720378,H,0.445702969400272,0.2673978668057578,0.2868991637939703,False,False,False
Fold 2,953,D,H,0.5933112536890932,0.2325143461537904,0.1741744001571163,H,0.5695927395724832,0.2350931441988603,0.1953141162286564,False,False,False
Fold 2,954,A,A,0.2300801928574149,0.2270480425847078,0.5428717645578772,A,0.2068763997149864,0.217279184828527,0.5758444154564867,True,True,False
Fold 2,629,A,A,0.2695689430811148,0.2831945211807292,0.4472365357381559,A,0.2837918287202405,0.2735070463019304,0.4427011249778291,True,True,False
Fold 2,630,D,H,0.4885544534619193,0.2641482687733184,0.2472972777647623,H,0.5026027065255108,0.2584721222597199,0.2389251712147694,False,False,False
Fold 2,631,D,A,0.3317160331336057,0.2774401254019868,0.3908438414644075,A,0.346290864566848,0.2680493421144297,0.3856597933187222,False,False,False
Fold 3,1338,A,A,0.3341285737413237,0.2633044984747574,0.4025669277839189,A,0.3509209900923752,0.2689165861301668,0.380162423777458,True,True,False
Fold 3,1339,A,A,0.1804282427298313,0.2499701369320233,0.5696016203381453,A,0.2047797235626506,0.2544138469422213,0.5408064294951281,True,True,False
